"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Duration"
"1:03:29.0940249 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","0.0000096"
"1:03:29.0940545 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","0.0000091"
"1:03:29.0940818 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80","0.0000085"
"1:03:29.0941100 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000038"
"1:03:29.0941384 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value","0.0000090"
"1:03:29.0941677 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value","0.0000088"
"1:03:29.0942088 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000080"
"1:03:29.0942372 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000078"
"1:03:29.0942630 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000078"
"1:03:29.0942906 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000037"
"1:03:29.0943196 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SOFTWARE\Microsoft\windows nt\CurrentVersion\Image File Execution Options\\ClimateNA_v7.50.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","0.0000125"
"1:03:29.0946030 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000092"
"1:03:29.0946357 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000081"
"1:03:29.0946651 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000079"
"1:03:29.0946962 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000038"
"1:03:29.0949528 PM","ClimateNA_v7.50.exe","7812","CreateFile","C:\Windows","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","0.0000266"
"1:03:29.0951960 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\System32\wow64.dll","SUCCESS","Image Base: 0x7fff2ed70000, Image Size: 0x55000","0.0000000"
"1:03:29.0954727 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\System32\wow64base.dll","SUCCESS","Image Base: 0x7fff2d370000, Image Size: 0xb000","0.0000000"
"1:03:29.0957459 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\System32\wow64win.dll","SUCCESS","Image Base: 0x7fff2e640000, Image Size: 0x89000","0.0000000"
"1:03:29.0960208 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\System32\wow64con.dll","SUCCESS","Image Base: 0x7fff2d0f0000, Image Size: 0x18000","0.0000000"
"1:03:29.0965445 PM","ClimateNA_v7.50.exe","7812","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000218"
"1:03:29.0966052 PM","ClimateNA_v7.50.exe","7812","QueryNameInformationFile","C:\Windows","SUCCESS","Name: \Windows","0.0000087"
"1:03:29.0966378 PM","ClimateNA_v7.50.exe","7812","CloseFile","C:\Windows","SUCCESS","","0.0000085"
"1:03:29.0967086 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86","SUCCESS","Desired Access: Read","0.0000127"
"1:03:29.0967411 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\ClimateNA_v7.50.exe","NAME NOT FOUND","Length: 520","0.0000072"
"1:03:29.0967654 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\(Default)","SUCCESS","Type: REG_SZ, Length: 26, Data: wow64cpu.dll","0.0000069"
"1:03:29.0967948 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wow64\x86","SUCCESS","","0.0000046"
"1:03:29.0969959 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\System32\wow64cpu.dll","SUCCESS","Image Base: 0x77750000, Image Size: 0xa000","0.0000000"
"1:03:29.0975162 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","REPARSE","Desired Access: Read","0.0000112"
"1:03:29.0975500 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","Desired Access: Read","0.0000097"
"1:03:29.0975821 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000036"
"1:03:29.0976131 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\ACP","SUCCESS","Type: REG_SZ, Length: 10, Data: 1252","0.0000222"
"1:03:29.0976613 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\OEMCP","SUCCESS","Type: REG_SZ, Length: 8, Data: 437","0.0000069"
"1:03:29.0976961 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","","0.0000039"
"1:03:29.0978947 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","0.0000093"
"1:03:29.0979254 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","0.0000086"
"1:03:29.0979544 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000034"
"1:03:29.0979848 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80","0.0000082"
"1:03:29.0980212 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000041"
"1:03:29.0980726 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value","0.0000091"
"1:03:29.0981027 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value","0.0000081"
"1:03:29.0987330 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000095"
"1:03:29.0987639 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000083"
"1:03:29.0987929 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000034"
"1:03:29.0988225 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000080"
"1:03:29.0988578 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000040"
"1:03:29.0992688 PM","ClimateNA_v7.50.exe","7812","CreateFile","C:\ClimateNA_v7.50","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","0.0000244"
"1:03:29.0995997 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Image Base: 0x75b80000, Image Size: 0xf0000","0.0000000"
"1:03:29.1001293 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Image Base: 0x758c0000, Image Size: 0x2ae000","0.0000000"
"1:03:29.1020134 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","0.0000122"
"1:03:29.1020484 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","0.0000096"
"1:03:29.1022895 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read","0.0000093"
"1:03:29.1023206 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read","0.0000097"
"1:03:29.1023511 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000036"
"1:03:29.1023812 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548","0.0000083"
"1:03:29.1024144 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","0.0000082"
"1:03:29.1024507 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","","0.0000041"
"1:03:29.1031501 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","0.0000094"
"1:03:29.1031808 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","0.0000098"
"1:03:29.1032265 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","0.0000139"
"1:03:29.1032616 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read","0.0000095"
"1:03:29.1033093 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value","0.0000331"
"1:03:29.1033741 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","0.0000129"
"1:03:29.1034074 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000035"
"1:03:29.1034368 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","0.0000152"
"1:03:29.1034789 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","0.0000041"
"1:03:29.1035286 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKU\S-1-5-20\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","0.0000131"
"1:03:29.1035826 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000082"
"1:03:29.1036116 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000088"
"1:03:29.1036399 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000032"
"1:03:29.1036683 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","0.0000071"
"1:03:29.1037023 PM","ClimateNA_v7.50.exe","7812","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000037"
"1:03:29.1040739 PM","ClimateNA_v7.50.exe","7812","Thread Create","","SUCCESS","Thread ID: 2112","0.0000000"
"1:03:29.1041372 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","0.0000090"
"1:03:29.1041675 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","0.0000082"
"1:03:29.1041959 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000033"
"1:03:29.1042256 PM","ClimateNA_v7.50.exe","7812","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16","0.0000080"
"1:03:29.1044019 PM","ClimateNA_v7.50.exe","7812","QueryOpen","C:\ClimateNA_v7.50\MSVBVM60.DLL","FAST IO DISALLOWED","","0.0000039"
"1:03:29.1045225 PM","ClimateNA_v7.50.exe","7812","CreateFile","C:\ClimateNA_v7.50\MSVBVM60.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000222"
"1:03:29.1046926 PM","ClimateNA_v7.50.exe","7812","QueryOpen","C:\Windows\SysWOW64\msvbvm60.dll","FAST IO DISALLOWED","","0.0000023"
"1:03:29.1048225 PM","ClimateNA_v7.50.exe","7812","CreateFile","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000222"
"1:03:29.1048807 PM","ClimateNA_v7.50.exe","7812","QueryBasicInformationFile","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","CreationTime: 4/1/2024 12:22:14 AM, LastAccessTime: 5/11/2025 1:00:13 PM, LastWriteTime: 4/1/2024 12:22:14 AM, ChangeTime: 4/25/2025 4:02:50 PM, FileAttributes: A","0.0000051"
"1:03:29.1049076 PM","ClimateNA_v7.50.exe","7812","CloseFile","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","","0.0000101"
"1:03:29.1050870 PM","ClimateNA_v7.50.exe","7812","CreateFile","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000383"
"1:03:29.1051767 PM","ClimateNA_v7.50.exe","7812","CreateFileMapping","C:\Windows\SysWOW64\msvbvm60.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE","0.0000056"
"1:03:29.1052672 PM","ClimateNA_v7.50.exe","7812","CreateFileMapping","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","SyncType: SyncTypeOther","0.0000036"
"1:03:29.1054843 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","Image Base: 0x74330000, Image Size: 0x15d000","0.0000000"
"1:03:29.1058655 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\user32.dll","SUCCESS","Image Base: 0x773f0000, Image Size: 0x1cb000","0.0000000"
"1:03:29.1062947 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\win32u.dll","SUCCESS","Image Base: 0x75220000, Image Size: 0x1a000","0.0000000"
"1:03:29.1067128 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","Image Base: 0x76af0000, Image Size: 0x23000","0.0000000"
"1:03:29.1071255 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\gdi32full.dll","SUCCESS","Image Base: 0x76df0000, Image Size: 0xed000","0.0000000"
"1:03:29.1074946 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\msvcp_win.dll","SUCCESS","Image Base: 0x754c0000, Image Size: 0x85000","0.0000000"
"1:03:29.1078441 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\ucrtbase.dll","SUCCESS","Image Base: 0x77210000, Image Size: 0x110000","0.0000000"
"1:03:29.1081445 PM","ClimateNA_v7.50.exe","7812","Thread Create","","SUCCESS","Thread ID: 16716","0.0000000"
"1:03:29.1083197 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","Image Base: 0x75430000, Image Size: 0x7e000","0.0000000"
"1:03:29.1083505 PM","ClimateNA_v7.50.exe","7812","Thread Create","","SUCCESS","Thread ID: 15656","0.0000000"
"1:03:29.1086505 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Image Base: 0x75240000, Image Size: 0xc7000","0.0000000"
"1:03:29.1090033 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Image Base: 0x776c0000, Image Size: 0x83000","0.0000000"
"1:03:29.1094342 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Image Base: 0x76b20000, Image Size: 0xb9000","0.0000000"
"1:03:29.1098414 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Image Base: 0x76bf0000, Image Size: 0x158000","0.0000000"
"1:03:29.1102458 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\combase.dll","SUCCESS","Image Base: 0x75c80000, Image Size: 0x286000","0.0000000"
"1:03:29.1106684 PM","ClimateNA_v7.50.exe","7812","Load Image","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Image Base: 0x75310000, Image Size: 0xa4000","0.0000000"
"1:03:29.1109381 PM","ClimateNA_v7.50.exe","7812","CloseFile","C:\Windows\SysWOW64\msvbvm60.dll","SUCCESS","","0.0000133"
"1:03:29.1114297 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000573"
"1:03:29.1115113 PM","ClimateNA_v7.50.exe","7812","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000099"
"1:03:29.1115437 PM","ClimateNA_v7.50.exe","7812","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","0.0000036"
"1:03:29.1115860 PM","ClimateNA_v7.50.exe","7812","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400","0.0000043"
